"성별","행정구역별","연령별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2","2021. 2/2","2022. 1/2","2022. 2/2",
"전체","전국","계","합계","","25186.58626","25657.6783","25834.6037","26099.03937","25991.48465","26346.01358","26156.19034","26568.36195","26573.70826","26867.25665","26711.29366","26924.74284","26870.72813","27346.83918","26397.32881","26916.90112","27213.59232","27740.74699","28078.30968","28417.86366",
"전체","전국","계","농림어업","","1585.58672","1742.63917","1556.08159","1602.28053","1421.76187","1473.08248","1355.41571","1420.01402","1339.50827","1435.27321","1393.56601","1492.53897","1406.33668","1551.32599","1479.33688","1573.95216","1476.33225","1593.99323","1544.66108","1640.6064",
"전체","전국","계","광업","","17.51169","14.84445","14.07833","8.68305","13.35277","15.39945","18.45547","20.56196","21.26573","23.0181","22.30169","14.8944","15.10557","14.85899","14.79954","10.5006","12.76848","10.66067","13.10791","6.1252",
"전체","전국","계","제조업","","4255.06091","4279.32812","4360.50622","4419.64827","4507.11464","4594.70838","4528.87763","4474.19628","4471.39826","4499.38964","4417.74344","4454.14493","4365.90571","4381.6338","4322.13703","4283.33287","4386.11068","4323.55863","4517.98609","4524.94367",
"전체","전국","계","전기,가스,증기 및 수도사업","","89.55611","88.43435","83.69547","86.08151","93.61092","96.97573","89.9581","87.46267","86.15427","86.82843","91.67292","84.6368","85.23512","88.89853","83.41409","93.8141","64.53602","76.66299","76.0567","84.0388",
"전체","전국","계","하수·폐기물처리,원료재생 및 환경복원업","","71.64623","88.15144","90.43666","91.61779","92.677","90.27608","100.70159","98.72625","101.29355","94.47512","104.6574","117.58002","109.8308","120.33325","130.67822","137.10086","168.19677","169.63168","157.42525","147.09093",
"전체","전국","계","건설업","","1801.80229","1833.65362","1808.70157","1884.57639","1869.24458","1854.15163","1823.0201","1907.81005","1988.77232","2029.58848","2023.13676","2089.96481","1992.92681","2038.68573","1934.31289","2075.33841","2075.10688","2127.34862","2123.22422","2139.35217",
"전체","전국","계","도소매업","","3613.2891","3723.47261","3805.57105","3856.41307","3811.02283","3753.74198","3719.21034","3754.3622","3795.36939","3798.89904","3734.49414","3699.35224","3658.28907","3632.44691","3535.59084","3444.58238","3353.26078","3331.30127","3341.99797","3271.52234",
"전체","전국","계","운수업","","1431.81796","1424.38363","1432.59913","1417.52959","1435.1527","1428.58646","1439.03514","1414.32607","1409.25218","1406.62553","1409.10878","1412.00622","1423.94572","1440.39492","1457.43022","1468.05635","1564.02596","1630.63332","1650.64051","1635.31776",
"전체","전국","계","숙박 및 음식점업","","1947.19205","2012.81688","2075.98581","2166.25413","2125.95029","2209.70704","2245.88624","2314.17486","2274.24139","2285.96117","2246.70347","2189.23075","2288.39473","2301.31752","2076.90089","2074.64412","2138.30146","2096.14769","2111.15552","2248.92732",
"전체","전국","계","출판,영상,방송통신 및 정보서비스업","","703.53991","682.51923","737.76437","706.51384","772.97572","781.41039","754.54572","790.2978","784.77766","781.87354","814.75368","863.11795","858.82717","859.4497","851.85971","826.06507","892.82621","928.93175","981.27233","988.40499",
"전체","전국","계","금융 및 보험업","","876.41892","875.58741","867.70143","830.67201","793.61954","797.1298","785.44407","813.85951","778.65772","804.98046","839.37827","853.65169","793.48654","800.01744","782.85186","776.99528","809.87548","791.80224","756.3625","777.14242",
"전체","전국","계","부동산업 및 임대업","","427.63059","447.97415","446.36394","463.99951","452.252","467.89955","453.18372","497.55104","547.05383","533.7667","517.63637","538.34688","561.83753","576.81006","525.21953","504.34708","526.56717","543.64672","545.44917","550.78552",
"전체","전국","계","전문,과학 및 기술서비스업","","1033.12048","1023.88777","1035.07442","1039.73207","1017.62037","1060.95184","1091.3654","1107.19195","1099.49737","1090.12327","1076.66111","1095.83019","1125.37179","1181.87576","1143.89998","1173.05267","1208.07542","1236.98508","1257.56962","1293.14554",
"전체","전국","계","사업시설관리 및 사업지원 서비스업","","1196.81166","1153.91153","1173.80362","1171.10441","1235.95535","1277.21778","1294.87592","1307.50245","1252.15752","1272.35661","1251.75856","1176.76863","1187.54922","1230.39022","1207.02131","1282.84814","1355.78395","1420.62956","1459.34952","1420.5514",
"전체","전국","계","공공행정,국방 및 사회보장행정","","1008.05376","1012.86626","1038.33366","963.79883","968.84239","973.21285","1025.02255","1030.10219","1045.79012","1115.02257","1127.14997","1146.01954","1116.97271","1096.69511","1077.06376","1220.1144","1157.13239","1187.3378","1247.69833","1244.87118",
"전체","전국","계","교육서비스업","","1744.78732","1790.32035","1837.16862","1851.89775","1815.00257","1888.44157","1855.42162","1880.97829","1940.37117","1884.6108","1834.07684","1869.46431","1889.17246","1875.32212","1759.20053","1772.02801","1824.72488","1879.71048","1899.92882","1914.0142",
"전체","전국","계","보건업 및 사회복지서비스업","","1546.19231","1624.10526","1692.5504","1774.01998","1769.9888","1832.87565","1851.79771","1922.8514","1919.71448","1989.96803","2063.23225","2148.54374","2190.31838","2299.88121","2267.44201","2405.28488","2491.65377","2705.19772","2721.20386","2825.84765",
"전체","전국","계","예술,스포츠 및 여가관련 서비스업","","395.1374","396.04243","381.48136","412.84938","449.89141","429.13237","389.19657","423.75886","418.49124","432.59051","438.67383","432.27705","472.14863","527.96694","482.81468","491.44814","472.05022","465.89491","481.08849","489.01952",
"전체","전국","계","협회 및 단체,수리 기타 개인서비스업","","1256.75934","1266.55652","1259.62342","1231.3689","1240.03761","1229.2719","1245.2198","1223.73349","1218.3693","1230.51965","1248.77861","1198.25632","1259.65881","1212.83891","1160.43754","1182.26125","1130.4521","1124.94024","1105.97716","1118.06766",
"전체","전국","계","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","177.03413","167.59413","123.89468","103.4679","89.35611","71.20796","70.4356","64.81814","70.63894","59.10555","51.05736","40.99881","58.76495","100.61798","88.84394","105.12952","91.09077","82.69459","73.07859","80.27171",
"전체","전국","계","국제 및 외국기관","","7.6374","8.58901","13.18797","16.53049","16.05517","20.63269","19.12135","14.08248","10.93356","12.28024","4.75219","7.1186","10.64975","15.07812","16.07339","16.00483","14.7207","13.03781","13.07604","17.8173",
"전체","전국","15~19세","합계","","178.3864","207.89184","221.27575","213.9927","228.70681","220.45296","228.13222","214.65139","263.71126","201.34261","188.23786","180.84896","215.40358","183.78062","128.86718","143.70917","176.30345","155.95452","171.12783","149.08796",
"전체","전국","15~19세","농림어업","",".78956","1.44896",".90176",".67618","1.24106","1.43446",".95307",".33873",".67065",".75428","1.40774",".42434",".72566",".48681",".94512",".60199",".53172",".26208",".50781","2.602",
"전체","전국","15~19세","광업","",".27322",".22054","0","0","0","0",".03847",".05547","0","0","0","0","0","0","0","0","0","0","0","0",
"전체","전국","15~19세","제조업","","20.47586","26.8513","29.0255","21.84236","22.02246","24.23736","29.17465","27.61535","30.11766","21.01556","20.66084","17.84244","23.06014","15.58299","15.96377","15.38314","22.93285","18.94921","17.92546","13.19454",
"전체","전국","15~19세","전기,가스,증기 및 수도사업","",".5912",".53731","1.55159","1.08205",".76625",".39157",".09541",".74446",".22583",".14875",".02309",".03463",".22947",".43683",".4141",".50053",".49691",".29133","0","0",
"전체","전국","15~19세","하수·폐기물처리,원료재생 및 환경복원업","",".04228",".30362","0",".08966",".09575",".18624",".14794",".1433",".08205","0","0","0",".05103",".05462","0","0",".06646","0",".01607","0",
"전체","전국","15~19세","건설업","","2.36711","2.3148","2.88674","2.52388","4.14213","2.53393","2.47174","2.91343","3.2362","3.00731","2.33575","2.31442","2.70497","2.13921","2.31766","2.43544","1.90094","2.05587","2.05298","2.78521",
"전체","전국","15~19세","도소매업","","36.54762","50.09416","44.16231","41.06737","43.9724","47.51769","42.47946","36.58685","50.08813","45.08549","39.3298","33.53453","33.72415","35.03504","23.31016","29.64048","31.0277","28.73576","27.33985","19.9018",
"전체","전국","15~19세","운수업","","2.96732","2.43468","4.18395","2.15545","4.55597","4.02071","3.39694","5.34132","4.08923","3.66877","3.82987","5.09945","5.21038","2.83412","3.18693","5.46407","2.23497","6.25909","4.61375","3.52999",
"전체","전국","15~19세","숙박 및 음식점업","","66.04887","70.0225","81.96567","89.30993","91.64979","85.68046","90.80156","85.32975","105.44925","77.89706","75.73813","78.25779","96.5541","81.84763","51.02034","53.38741","74.88326","63.05832","78.05497","68.85879",
"전체","전국","15~19세","출판,영상,방송통신 및 정보서비스업","","2.37581","3.11356","4.03077","2.83201","3.71631","4.20168","3.00135","3.15867","6.12806","2.37025","1.62305","3.01467","1.51053","1.66136","2.23896","3.88219","5.09833","3.61518","1.19747","2.20435",
"전체","전국","15~19세","금융 및 보험업","","3.04751","4.82172","4.88601","3.57034","3.5888","2.83951","2.14869","2.9968","2.32878","2.33082","3.59176","2.85989","2.90703","2.21465","1.42401","1.94787","1.66288",".42989","1.40266",".47539",
"전체","전국","15~19세","부동산업 및 임대업","",".16497",".05986",".20397","0",".34769",".31657","1.25113",".38035",".80972",".41762",".29245",".19199","0",".41664",".53623","0",".5498",".51253",".14954",".79323",
"전체","전국","15~19세","전문,과학 및 기술서비스업","","3.05328","2.23075","2.76711","3.13268","2.64364","3.38845","5.29601","3.03834","5.42133","3.36937","3.42075","2.66369","4.21078","3.11358","1.79552","2.14365","2.33137","2.11007","3.16385","1.38999",
"전체","전국","15~19세","사업시설관리 및 사업지원 서비스업","","4.80557","3.81759","4.2096","5.04096","5.91787","4.20735","4.23801","3.96166","6.61591","4.62458","3.87847","3.76467","4.28551","4.6031","2.69717","1.55473","3.36402","1.92929","2.36568","3.19571",
"전체","전국","15~19세","공공행정,국방 및 사회보장행정","","1.41986","2.01519","2.18238","2.11544","1.17782",".882","2.59353","3.25566","3.27631","1.16412","1.12747",".95328","2.25536","1.23842","1.28195","2.00766",".96095","2.10533",".84803",".96692",
"전체","전국","15~19세","교육서비스업","","10.44688","11.07049","9.68908","13.70645","12.41524","12.59988","17.75076","12.71198","14.62496","12.61288","8.75289","9.28617","15.19948","10.36866","9.38418","10.1126","12.81142","13.0655","13.28852","12.86011",
"전체","전국","15~19세","보건업 및 사회복지서비스업","","4.31919","5.64732","3.73354","4.25502","4.7236","4.89432","3.16035","5.28175","6.60938","3.11968","3.47609","4.21101","3.24463","2.60119","2.68204","3.14575","2.85087","2.93846","4.92187","2.2286",
"전체","전국","15~19세","예술,스포츠 및 여가관련 서비스업","","11.51092","12.37827","11.55954","13.24399","13.87107","11.85519","10.73104","10.27893","13.42847","11.89517","10.89695","10.33256","10.09894","13.20201","4.77794","5.48329","7.21064","5.41481","5.6548","7.91207",
"전체","전국","15~19세","협회 및 단체,수리 기타 개인서비스업","","7.13939","8.50923","13.33625","7.34894","11.48993","9.26562","8.40211","10.51862","10.50933","7.86089","7.85276","6.06343","9.43143","5.61239","4.89113","5.62652","5.38838","4.22183","7.62452","6.18929",
"전체","전국","15~19세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","0","0","0","0",".369","0","0","0","0","0","0","0","0",".33137","0",".39185","0","0","0","0",
"전체","전국","15~19세","국제 및 외국기관","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"전체","전국","20~29세","합계","","3467.68726","3474.97317","3507.52612","3553.11521","3582.34072","3626.74883","3611.3123","3669.51684","3631.41496","3647.06928","3642.30742","3706.6281","3664.30361","3792.23081","3505.37382","3584.09726","3655.36236","3771.32707","3846.74675","3799.11311",
"전체","전국","20~29세","농림어업","","23.5283","27.67555","21.89921","22.29405","22.65665","23.94224","21.76356","21.30016","22.66746","18.61895","20.24676","24.25679","22.47422","23.33603","25.13583","33.56759","26.11824","27.42583","21.59002","28.55666",
"전체","전국","20~29세","광업","",".81211","1.29064",".98937","1.1652","1.24347",".90654",".87141",".13668",".21461","1.06122",".70246",".52933",".85765",".81972",".89374",".8009",".34891",".21641",".24074",".07647",
"전체","전국","20~29세","제조업","","631.44712","626.73814","632.941","638.00826","651.47835","661.35831","642.60925","612.89588","616.14073","639.09885","601.45608","598.97808","577.49033","590.0266","560.73985","549.93532","564.60495","548.47675","563.54614","598.46601",
"전체","전국","20~29세","전기,가스,증기 및 수도사업","","10.55591","9.92632","10.74911","10.56436","11.05418","12.88544","12.18666","11.79514","10.85233","8.15605","10.69458","9.08242","10.13373","11.60264","8.66188","12.00066","10.46841","13.39367","10.6656","11.39163",
"전체","전국","20~29세","하수·폐기물처리,원료재생 및 환경복원업","","5.98815","5.91051","6.67049","7.69856","7.43919","5.99771","8.23302","6.27712","7.1266","6.65063","7.42009","8.38495","5.24486","6.87046","8.23294","10.24508","11.33982","14.12329","14.25862","9.35359",
"전체","전국","20~29세","건설업","","97.89337","102.10007","107.80935","106.78389","102.31016","107.77692","110.40382","114.23904","124.22562","134.50183","138.23313","137.963","140.86206","153.21872","140.18292","149.14449","157.8028","146.96259","159.02036","155.09809",
"전체","전국","20~29세","도소매업","","555.69118","566.32635","560.79593","579.8541","587.52065","573.02488","568.91687","576.74261","565.22428","579.03004","571.20339","583.90446","572.78128","562.25775","516.53122","507.44504","506.38956","516.92082","523.18248","483.7799",
"전체","전국","20~29세","운수업","","88.36333","77.63076","79.55","79.30184","79.05782","84.6806","82.6583","84.22616","90.40789","92.99293","92.57449","100.9838","107.33799","114.91274","118.29246","127.99559","129.64144","143.19694","149.35422","131.55641",
"전체","전국","20~29세","숙박 및 음식점업","","304.70844","330.39586","343.98929","396.45318","394.00056","409.87269","438.48697","462.52722","453.03217","458.35047","465.21249","472.41046","484.26443","528.559","458.60136","485.54752","491.56445","495.43467","506.9161","553.51587",
"전체","전국","20~29세","출판,영상,방송통신 및 정보서비스업","","159.63735","155.56812","161.96687","160.71769","174.05256","180.98206","173.4614","183.04531","183.21944","170.9226","178.47413","193.45801","173.75824","189.75714","166.87458","170.17923","196.86318","222.70242","244.3236","232.94044",
"전체","전국","20~29세","금융 및 보험업","","142.37811","128.45374","125.40672","111.11032","107.61933","99.23849","97.01508","103.21517","96.13931","99.62337","107.42658","103.30157","98.81189","105.01327","96.46053","88.69504","92.20384","90.6034","82.26568","82.90336",
"전체","전국","20~29세","부동산업 및 임대업","","15.72085","16.62817","14.53174","16.2838","17.96083","15.98226","18.16411","24.35383","29.00771","19.65768","18.4188","22.56978","21.56744","23.33078","19.55802","20.98245","22.93758","24.22236","22.85574","23.7247",
"전체","전국","20~29세","전문,과학 및 기술서비스업","","217.6154","202.41408","211.07804","206.95729","210.49858","220.01156","216.71512","228.13718","215.18348","218.12612","209.97118","225.63501","219.55389","233.82278","213.96014","233.07032","238.77654","247.4017","252.32687","248.66723",
"전체","전국","20~29세","사업시설관리 및 사업지원 서비스업","","146.71685","146.54729","137.90455","125.4844","131.76486","144.98378","139.65263","149.50749","135.2184","124.75113","130.70822","122.83413","120.79714","137.30798","127.14696","127.96257","138.07242","137.57619","135.46044","127.49125",
"전체","전국","20~29세","공공행정,국방 및 사회보장행정","","71.5757","70.48179","77.10574","67.56488","68.41224","76.50403","87.83301","86.09255","94.38897","101.2197","107.35905","117.91396","113.43782","107.67056","115.6173","128.83646","129.05601","133.33623","137.29812","130.2842",
"전체","전국","20~29세","교육서비스업","","360.59729","359.03482","370.95921","374.36924","360.21298","355.62307","346.20071","344.53465","335.53077","329.52159","317.67831","323.49679","321.40134","330.99774","289.36903","293.35521","303.26417","318.30593","333.13039","316.75783",
"전체","전국","20~29세","보건업 및 사회복지서비스업","","362.58099","381.20491","393.17746","394.02412","387.042","390.67962","398.93752","405.66744","410.39","385.6376","392.45201","403.63328","401.40361","397.36199","387.77437","386.18686","389.7566","428.80089","435.48412","416.59289",
"전체","전국","20~29세","예술,스포츠 및 여가관련 서비스업","","112.58271","111.4864","99.00465","122.38828","131.98635","132.60061","105.91636","125.32015","112.34113","120.82387","116.43674","115.13022","125.16368","131.62903","117.19209","124.97231","113.92259","119.84274","121.96147","112.87893",
"전체","전국","20~29세","협회 및 단체,수리 기타 개인서비스업","","158.41552","154.38373","149.29922","130.91141","135.36243","127.45087","139.73848","128.48896","129.2389","137.27472","154.83602","141.70015","145.08649","142.69187","132.05455","131.77443","130.30904","140.49533","130.37607","132.30544",
"전체","전국","20~29세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","",".46726",".27237",".99439",".28294",".14657",".29139","1.02476",".1204",".14636",".91041",".51049","0",".44386",".47956",".22945","1.4002","1.20882","1.63068","1.87355","1.00786",
"전체","전국","20~29세","국제 및 외국기관","",".41133",".50357",".70378",".89742",".52097","1.95577",".52325",".89371",".7188",".13954",".29241",".46192","1.43169",".56444","1.86462","0",".71301",".25824",".61642","1.76438",
"전체","전국","30~39세","합계","","5831.85266","5809.97117","5765.09347","5760.00565","5652.77977","5671.49865","5608.91469","5593.28157","5595.2584","5595.32528","5584.16689","5524.43656","5488.39217","5475.0174","5323.15792","5238.91565","5263.37916","5252.02455","5296.26146","5312.5464",
"전체","전국","30~39세","농림어업","","58.2682","63.86942","53.85349","54.68948","52.19603","53.68113","47.09693","50.17579","46.78738","47.74035","53.31822","52.9512","46.94339","53.30808","49.19339","55.74433","50.01251","58.37182","54.32458","54.91402",
"전체","전국","30~39세","광업","","2.18149","2.60759","2.47819",".87523","1.62205","1.33178","2.187","1.84046","1.57783","2.43253","2.48289","1.11799",".4033",".8752","1.7258","1.08032","1.44421","1.00948","1.1307",".67711",
"전체","전국","30~39세","제조업","","1191.71577","1183.31669","1207.54618","1200.32192","1224.37529","1249.06328","1203.1469","1187.5172","1168.76635","1185.42281","1164.37595","1164.88841","1134.62845","1135.20262","1100.62248","1074.32181","1103.99359","1041.61226","1083.08953","1063.27703",
"전체","전국","30~39세","전기,가스,증기 및 수도사업","","24.05716","22.99564","21.96005","24.07951","22.78427","24.46923","21.23713","19.42426","20.43776","21.6386","20.64105","19.59029","20.53461","20.16946","19.21763","21.15965","14.14885","16.6066","17.06231","20.65473",
"전체","전국","30~39세","하수·폐기물처리,원료재생 및 환경복원업","","19.16093","23.36778","21.38479","22.54259","20.4662","22.3262","22.07469","20.7074","22.3742","16.31881","17.42892","20.6311","21.59294","20.85513","24.25207","23.31877","29.56587","28.47165","24.926","26.00852",
"전체","전국","30~39세","건설업","","355.23671","350.79473","350.04348","343.0606","314.87239","314.4093","325.15377","319.0885","339.06622","326.02562","336.04455","326.44028","313.56471","328.50105","313.16663","315.86432","319.1491","320.42903","314.56467","296.78545",
"전체","전국","30~39세","도소매업","","885.73858","903.39943","905.2126","906.43843","871.95874","847.70428","858.20708","865.81801","876.35637","857.71046","850.83571","818.85208","811.96838","787.6452","777.44124","757.92065","723.04823","710.37435","695.14136","680.64821",
"전체","전국","30~39세","운수업","","241.10925","230.165","230.34341","230.17767","228.60625","220.80618","223.97057","217.89336","217.13472","208.56779","212.00144","215.98152","220.74899","228.01723","225.09954","230.6668","252.13016","268.80033","267.81731","254.43287",
"전체","전국","30~39세","숙박 및 음식점업","","293.89298","294.94777","294.72309","316.90272","289.5811","316.44968","313.37961","310.10383","310.7257","343.79186","335.68529","312.55622","324.00635","324.93385","302.92219","297.68673","316.69914","308.71553","303.97802","337.46029",
"전체","전국","30~39세","출판,영상,방송통신 및 정보서비스업","","298.83766","278.07248","292.64155","275.40193","291.44092","291.02789","276.46765","281.03541","274.65467","283.52003","287.12837","305.09796","307.19679","289.42394","304.58582","274.75271","295.05892","305.86464","318.0003","327.21124",
"전체","전국","30~39세","금융 및 보험업","","274.78732","268.61714","254.16726","248.37733","233.94807","229.69317","228.5434","231.09703","220.22259","213.76907","224.74817","229.18198","215.88904","211.38055","198.66788","183.99973","184.42263","179.59312","176.1155","177.98753",
"전체","전국","30~39세","부동산업 및 임대업","","60.80269","59.31742","53.17702","52.79589","51.35002","54.5431","49.26502","49.32201","58.00708","61.88338","61.83356","61.40787","59.36216","57.27892","52.98575","48.05403","50.72779","50.40397","47.24096","52.26002",
"전체","전국","30~39세","전문,과학 및 기술서비스업","","381.80902","386.38554","380.64545","387.87112","374.10443","378.70952","383.69564","380.71244","380.42741","362.12253","349.56006","354.04219","359.66214","369.10717","365.99861","359.82248","365.10089","375.73304","379.64802","385.56427",
"전체","전국","30~39세","사업시설관리 및 사업지원 서비스업","","195.53556","191.89037","192.4174","191.03408","207.2107","197.40563","187.46637","191.95771","185.14781","188.29026","191.84376","190.88066","191.12473","192.07083","193.86217","199.40158","209.23152","218.57312","226.44995","208.66228",
"전체","전국","30~39세","공공행정,국방 및 사회보장행정","","252.15346","254.36074","244.82867","222.32854","216.85614","212.69654","227.26532","230.62903","233.07334","236.6277","243.74537","246.82549","225.81114","227.8648","235.40281","236.06481","226.69263","229.71474","256.1767","269.53943",
"전체","전국","30~39세","교육서비스업","","536.74964","532.15982","519.31226","527.01547","509.66721","531.67309","516.35096","513.93382","522.6999","502.82038","479.93093","484.73383","488.62598","458.23042","424.70734","427.08025","412.89065","411.30849","406.20417","414.08787",
"전체","전국","30~39세","보건업 및 사회복지서비스업","","397.71411","403.02465","410.35039","417.57727","408.97462","409.13976","404.51175","419.63999","410.98373","399.42117","415.62831","402.54232","402.34898","416.94416","401.11389","404.37736","399.2865","421.64435","424.09139","429.76416",
"전체","전국","30~39세","예술,스포츠 및 여가관련 서비스업","","95.56921","93.30591","89.35443","97.51844","102.12562","92.91748","90.81594","91.26752","98.59062","99.76933","106.2997","103.65216","111.46045","123.94082","113.34876","115.5444","114.11516","112.0643","110.48891","120.13066",
"전체","전국","30~39세","협회 및 단체,수리 기타 개인서비스업","","261.16595","261.93525","237.03508","236.78778","226.33319","219.71989","223.07338","207.66645","205.80046","233.33465","228.84808","211.90336","230.27189","225.76034","215.98546","208.96804","191.71821","190.36747","186.85987","188.56409",
"전체","전국","30~39세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","3.90284","4.02419","1.18846",".87277","1.48966","1.50414","2.27211","1.51365",".88722","2.09533",".92312","0",".72004","1.09268","1.4085","1.4434","2.20352","1.48084","1.97537",".85063",
"전체","전국","30~39세","국제 및 외국기관","","1.46416","1.41362","2.43023","3.33689","2.81689","2.22739","2.73347","1.93772","1.53707","2.02262",".86345","1.15965","1.52774","2.415","1.44998","1.64347","1.73908",".88541",".97586","3.066",
"전체","전국","40~49세","합계","","6708.27442","6818.75713","6867.35264","6894.38165","6861.70797","6911.60531","6774.14003","6776.53435","6722.89917","6748.42433","6637.94786","6593.08339","6452.58155","6447.98774","6262.94859","6253.1877","6300.56659","6327.34688","6315.12049","6316.35663",
"전체","전국","40~49세","농림어업","","152.15414","162.83003","148.47365","147.52107","128.109","131.17392","121.85798","123.20246","114.40057","118.05074","111.48727","111.44577","108.21706","113.09466","105.35386","110.74355","99.11708","105.6083","101.50099","105.01572",
"전체","전국","40~49세","광업","","5.60316","4.0718","3.31473","1.86606","4.80026","4.36673","4.00797","4.85501","5.18778","6.65542","5.47912","3.90619","4.77","4.58562","4.45638","2.50002","3.46603","2.65388","3.02188","1.33313",
"전체","전국","40~49세","제조업","","1291.20341","1277.75972","1297.81234","1326.32739","1337.17989","1344.56425","1314.61159","1279.61085","1269.37407","1241.76848","1214.87219","1219.70833","1186.00188","1171.96969","1163.50875","1173.73898","1178.9298","1177.42812","1206.63363","1179.01577",
"전체","전국","40~49세","전기,가스,증기 및 수도사업","","31.48933","27.30857","27.29068","26.20789","30.67972","30.51578","28.39008","29.66783","27.92595","28.50017","29.08013","27.83672","26.61192","25.82844","26.57019","25.02568","17.21635","20.28058","19.57725","22.84514",
"전체","전국","40~49세","하수·폐기물처리,원료재생 및 환경복원업","","18.66649","23.01394","25.09807","26.28274","26.34957","25.63685","27.8025","28.71993","29.59439","25.9326","26.08066","31.47619","30.50673","30.22916","32.08765","33.42548","42.19498","41.36091","36.99931","39.18496",
"전체","전국","40~49세","건설업","","621.79723","616.81463","603.6132","620.38764","628.46157","608.69765","581.41777","595.91442","603.94466","595.64431","588.64419","613.07549","567.48021","566.40943","531.43494","552.61765","548.57976","557.40386","536.84091","532.66757",
"전체","전국","40~49세","도소매업","","1048.26666","1074.19476","1105.5303","1105.5745","1086.82997","1052.35191","1027.3672","1019.24838","1021.2867","1002.86452","983.65301","946.1153","922.96263","914.72222","893.35941","844.27924","809.94602","794.95316","789.45412","810.21061",
"전체","전국","40~49세","운수업","","392.71465","397.15519","388.14877","379.81342","387.506","380.85484","378.53913","356.28964","359.04967","353.02008","340.24064","339.85481","337.05333","331.86933","338.90342","333.7854","361.6324","362.44755","370.82353","374.10136",
"전체","전국","40~49세","숙박 및 음식점업","","510.62005","536.89128","530.57168","514.60195","503.2273","517.47957","500.98177","515.3067","468.0189","481.19651","455.1124","434.95722","432.44833","419.94032","386.60309","367.78755","373.77459","358.26054","355.5248","366.89484",
"전체","전국","40~49세","출판,영상,방송통신 및 정보서비스업","","163.73998","168.24488","193.68561","191.58911","215.01047","214.16094","212.24159","226.09554","223.82072","221.21547","238.4903","252.72859","249.83143","253.95399","244.24561","251.20276","253.94141","251.52549","266.64321","260.46669",
"전체","전국","40~49세","금융 및 보험업","","276.36362","279.06537","280.61473","268.27424","250.65095","260.98653","256.96354","258.54417","252.41996","261.89878","273.07358","270.34521","245.67977","245.47763","245.7595","243.39676","248.94728","239.89095","220.07406","228.75827",
"전체","전국","40~49세","부동산업 및 임대업","","106.68319","111.21635","117.22948","125.44136","122.70683","126.23725","116.49364","131.20984","138.05257","129.43488","121.05452","130.86774","134.28363","131.74478","106.46027","102.778","102.19918","103.82655","104.74687","100.49753",
"전체","전국","40~49세","전문,과학 및 기술서비스업","","268.62881","276.18056","271.55359","274.3427","259.13524","274.48043","290.64397","297.412","299.40528","304.03677","309.43805","299.02063","306.6786","330.19015","316.13092","318.92617","332.33822","328.45039","332.45256","350.08957",
"전체","전국","40~49세","사업시설관리 및 사업지원 서비스업","","232.88288","222.65829","219.46388","227.90539","234.40194","233.46072","244.46315","235.74221","218.78446","241.74845","229.79613","215.04135","208.33655","217.47159","218.77507","231.8837","259.74144","285.3704","290.50971","270.7323",
"전체","전국","40~49세","공공행정,국방 및 사회보장행정","","295.60555","297.15697","291.20888","283.17866","279.04935","276.1723","286.33305","285.7628","287.05534","296.47901","282.9958","272.95706","260.54671","249.3388","254.4136","258.24096","263.31175","262.57286","271.72864","261.15401",
"전체","전국","40~49세","교육서비스업","","490.21514","513.97556","532.93813","534.22002","532.54404","566.0505","543.93439","558.15785","571.59744","568.58608","558.13108","554.17218","549.14513","544.01164","520.30871","519.26993","537.78042","548.48794","538.49092","543.93641",
"전체","전국","40~49세","보건업 및 사회복지서비스업","","377.52994","394.51784","400.44656","420.26476","414.95881","443.4456","432.64937","434.33572","437.26435","473.12858","471.2688","486.7754","471.35034","481.28173","477.02822","482.69903","487.76047","517.65651","508.10558","511.46396",
"전체","전국","40~49세","예술,스포츠 및 여가관련 서비스업","","77.92991","85.47144","83.39968","77.17366","89.40305","82.1707","80.91156","82.98329","83.3593","87.22487","92.1211","88.94363","91.10628","104.08657","94.95608","92.56861","93.62962","88.08832","95.73875","97.83005",
"전체","전국","40~49세","협회 및 단체,수리 기타 개인서비스업","","323.83572","326.85663","326.31203","327.58086","317.83108","327.01223","312.77608","303.67161","305.41375","303.70659","303.50409","290.42901","314.44204","305.11633","295.1999","297.89664","276.2398","272.36033","260.63305","249.7739",
"전체","전국","40~49세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","20.12464","21.04206","17.10623","11.35228","8.54088","6.21906","6.71303","5.92797","4.59522","3.88613","2.3954","1.83266","3.04804","3.66255","3.93332","6.2084","6.03182","4.94441","2.79043","5.47179",
