"성별","행정구역별","연령별","항목","단위","2013. 1/2","2013. 2/2","2014. 1/2","2014. 2/2","2015. 1/2","2015. 2/2","2016. 1/2","2016. 2/2","2017. 1/2","2017. 2/2","2018. 1/2","2018. 2/2","2019. 1/2","2019. 2/2","2020. 1/2","2020. 2/2","2021. 1/2","2021. 2/2","2022. 1/2","2022. 2/2",
"여자","대구광역시","40~49세","농림어업","","1.48587","1.51008","1.31017",".77264",".56713",".51841","1.08586",".81049",".6256",".5607",".42305",".54985",".5852",".56824",".10359",".10439",".12324",".04731",".03194",".24641",
"여자","대구광역시","40~49세","광업","","0","0","0","0","0","0","0",".42602",".52684",".5328","0","0","0","0","0","-","0","0","0","0",
"여자","대구광역시","40~49세","제조업","","29.2181","27.36734","30.09285","29.0151","27.22397","25.95854","26.46401","25.23441","25.36178","26.39258","24.39342","23.15523","22.19527","19.09136","15.99446","14.73641","18.34774","16.37431","16.26207","15.34631",
"여자","대구광역시","40~49세","전기,가스,증기 및 수도사업","",".49031",".11145",".1087",".13996",".27685",".55212",".14827",".34321","0",".22494",".21063",".21115",".1142",".11738",".11665",".28122",".1895",".2207",".21738","0",
"여자","대구광역시","40~49세","하수·폐기물처리,원료재생 및 환경복원업","",".22881","0","0",".25026",".25806",".12783",".29399",".12833","0","0","0",".21115",".53529",".63732",".45824",".59399",".45358",".36398",".32416",".32494",
"여자","대구광역시","40~49세","건설업","","2.49137","2.62429","1.98805","1.28212","1.70045","1.41554","2.20162","2.63036","2.44028","3.12635","2.69765","2.71139","3.31352","3.00531","3.27166","2.47261","2.00684","2.18518","2.18625","3.10067",
"여자","대구광역시","40~49세","도소매업","","24.69107","26.18801","26.90725","33.62786","34.20785","27.22469","26.11456","26.41476","26.47724","24.69781","26.54586","25.28311","23.15491","21.35877","19.65213","19.89302","17.15237","18.15615","18.44994","21.80929",
"여자","대구광역시","40~49세","운수업","","1.4377","1.77238","1.70869","2.36642","2.12058","2.22531","2.16522","1.52161","1.56738","1.17095",".82376",".7354",".94665",".99359",".78655","1.23521","1.61331","1.31559","2.20065","1.4617",
"여자","대구광역시","40~49세","숙박 및 음식점업","","20.72164","19.85512","15.18641","16.5395","14.38222","14.51212","12.58613","13.13677","13.32466","13.94669","15.11134","13.10646","10.79475","10.11397","7.83211","8.60766","5.83027","5.63597","6.26159","9.96072",
"여자","대구광역시","40~49세","출판,영상,방송통신 및 정보서비스업","",".7715","1.37871","1.4302",".88564","1.69775",".81639","1.06722","1.41554","1.73965","2.00785","1.02482","2.86037","1.02761","1.73723","1.83774","1.30721","1.48224","1.76851","1.43956","1.2507",
"여자","대구광역시","40~49세","금융 및 보험업","","4.85453","4.57422","4.77872","3.80525","3.6195","3.75239","5.42108","6.09641","7.01965","6.67218","7.99964","6.09131","6.62428","5.71275","5.07855","5.78093","5.70714","7.22711","6.8059","7.38257",
"여자","대구광역시","40~49세","부동산업 및 임대업","","1.92525","2.31714","2.27794","2.77137","2.77789","2.35301","1.8983","3.9543","4.76013","4.76937","5.40828","5.29463","4.2768","3.84258","3.06309","2.23385","2.73993","2.27637","1.6531","1.49885",
"여자","대구광역시","40~49세","전문,과학 및 기술서비스업","","1.39165","1.10073","1.6004","2.02142","1.97138","3.22111","3.34397","3.4096","3.40306","2.88271","2.9423","3.96638","4.55137","4.74476","3.98151","4.42679","3.5181","4.02378","3.5987","2.64173",
"여자","대구광역시","40~49세","사업시설관리 및 사업지원 서비스업","","4.57768","2.65444","3.51128","3.23012","4.17001","2.7762","4.46887","3.64774","3.86439","2.8251","3.31312","2.99995","3.24757","2.44205","2.16789","2.61507","4.19711","3.60734","3.80398","4.01749",
"여자","대구광역시","40~49세","공공행정,국방 및 사회보장행정","","3.86605","3.7447","3.23516","4.10283","4.02161","5.13584","5.88976","6.04797","4.23623","4.6378","3.689","4.91662","6.08552","4.94748","4.41373","5.04805","4.64789","6.33479","5.23994","3.86167",
"여자","대구광역시","40~49세","교육서비스업","","15.76171","19.33687","19.58933","20.59871","22.18092","22.30586","19.94139","23.50442","23.71978","24.38301","23.13445","23.50918","22.59059","20.8649","19.56736","20.14101","18.93362","19.60474","20.62992","19.20415",
"여자","대구광역시","40~49세","보건업 및 사회복지서비스업","","12.53972","12.74816","11.545","14.71418","15.87421","16.54906","14.62242","17.88496","18.46564","21.67635","24.22495","22.07654","24.09071","22.00671","20.37166","20.69619","22.58721","22.02595","21.61153","23.47049",
"여자","대구광역시","40~49세","예술,스포츠 및 여가관련 서비스업","","1.52623","1.47407","1.15954",".52429",".64214","1.01193",".59951",".89538","1.85501","1.81549","1.88127","2.10421","2.11663","1.77835","1.78511","1.35958","2.49139","2.40837","1.85654","2.3065",
"여자","대구광역시","40~49세","협회 및 단체,수리 기타 개인서비스업","","8.61551","9.74016","8.1257","8.568","7.5341","8.89259","8.42003","8.82214","8.28014","8.39832","7.49689","7.52468","7.23031","4.95664","4.50253","5.96609","4.80788","5.24889","3.43971","4.83635",
"여자","대구광역시","40~49세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","",".2418",".24431",".52943",".73717",".52001",".80185",".97902",".84789",".59709",".51742","0",".53799",".13692",".26863",".2429","0",".20005","0","0",".26622",
"여자","대구광역시","40~49세","국제 및 외국기관","",".06871","0","0",".2123",".27228",".12738",".30076",".04705",".07604","0",".10103","0",".26858",".27363",".32256",".37838",".52612",".29264",".25467",".12859",
"여자","대구광역시","50~59세","합계","","121.99034","119.315","120.63048","120.36745","127.38949","122.02003","126.37198","136.65428","142.30988","140.3031","141.08607","145.48168","133.73572","137.6881","128.76653","135.59767","141.79507","137.9715","146.234","144.72712",
"여자","대구광역시","50~59세","농림어업","","4.05371","5.23368","3.6142","3.15453","1.88538","2.82312","2.27018","1.55714","1.62138","2.17578","3.07413","2.9909","2.46948","2.22989","1.64012","1.74814","1.29913",".91112","1.13558",".68458",
"여자","대구광역시","50~59세","광업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0",
"여자","대구광역시","50~59세","제조업","","23.94166","22.11631","25.10781","22.13939","21.10574","19.64007","22.96626","22.64194","25.91001","29.58736","29.20518","30.15575","25.33086","26.86194","23.21453","23.17622","27.86773","23.65276","23.87912","25.54365",
"여자","대구광역시","50~59세","전기,가스,증기 및 수도사업","","0","0",".11308",".1361","0",".1296",".20984",".2096","0","0",".14437","0","0","0",".13519","0",".17797",".1715",".35549",".43758",
"여자","대구광역시","50~59세","하수·폐기물처리,원료재생 및 환경복원업","",".14554",".15324",".22779","0",".18147",".21973",".5156",".80978",".9486","1.1216",".51138",".2439","0","0","0","0","0","0",".19169",".24365",
"여자","대구광역시","50~59세","건설업","","1.47905","1.12688","1.53021","1.61746","1.63062","1.81277","2.31655","3.10267","2.81725","2.96452","1.91616","2.1412","2.10684","2.72492","3.38591","2.81565","2.66426","2.47168","2.97065","1.77543",
"여자","대구광역시","50~59세","도소매업","","18.28051","16.26731","20.51418","22.21653","25.76455","23.49825","26.22104","24.60947","24.2571","20.33466","21.2395","23.67095","21.19056","22.20229","23.04085","22.54484","19.83235","20.43234","21.26891","19.63274",
"여자","대구광역시","50~59세","운수업","","1.4745","1.23354","1.23651","1.58052",".9808",".95018",".89223",".49113",".7016","1.02647",".59491",".52635",".51567",".76623",".78846","1.43017","1.86315","1.50242","1.50533","1.55765",
"여자","대구광역시","50~59세","숙박 및 음식점업","","29.05874","26.75132","20.40248","23.42328","22.17303","19.99297","21.2067","28.27231","26.7028","27.97336","27.41719","28.06518","23.93367","20.7188","18.90413","17.25269","14.7808","12.83285","13.70819","14.6024",
"여자","대구광역시","50~59세","출판,영상,방송통신 및 정보서비스업","",".34802",".43573",".68221",".82448",".90374",".78845",".78043",".76699",".57486",".4714",".62353",".66637",".33098",".36964",".54675",".2916",".3613",".71265","1.04069","1.5187",
"여자","대구광역시","50~59세","금융 및 보험업","","3.07091","4.00579","5.29685","4.23864","5.60613","4.81657","3.91483","3.97097","4.46213","4.92919","5.43284","5.45064","4.11662","3.81769","4.4011","5.35358","6.50085","6.54064","7.01714","6.71936",
"여자","대구광역시","50~59세","부동산업 및 임대업","","1.62214","1.97504","2.60067","1.78747","2.39281","3.98309","3.24055","3.03803","3.45086","3.083","3.72215","4.05109","2.65786","2.94464","4.14921","3.31691","4.2717","4.40701","5.17703","3.13455",
"여자","대구광역시","50~59세","전문,과학 및 기술서비스업","",".26355",".44203",".54122",".47024","1.11143",".4549",".80946",".62499",".94497",".74645","1.11574",".72996","1.16637","1.10183",".88343","1.15896","1.3095",".82996","1.33081","1.40909",
"여자","대구광역시","50~59세","사업시설관리 및 사업지원 서비스업","","5.6393","5.46622","5.76445","5.45205","7.58005","8.27659","6.76904","8.66339","7.79108","4.7853","5.35417","5.29683","6.28287","5.71251","4.76643","6.82276","8.00553","8.25078","8.72152","6.33845",
"여자","대구광역시","50~59세","공공행정,국방 및 사회보장행정","","3.61615","3.89298","3.33492","3.02381","2.34795","3.25347","3.04307","3.06374","4.20105","3.46764","3.4588","3.99793","2.68568","2.98386","2.92337","5.35194","3.67953","5.17507","5.77008","4.34038",
"여자","대구광역시","50~59세","교육서비스업","","6.3876","5.88505","6.47233","6.38318","8.52376","9.31238","7.35576","8.88249","9.45826","10.81648","10.9716","10.14079","10.59804","13.81038","11.27524","11.35451","13.9953","15.36967","14.76692","19.04108",
"여자","대구광역시","50~59세","보건업 및 사회복지서비스업","","7.18388","7.06397","6.68049","9.32173","8.94775","7.9167","8.90799","10.85544","12.89977","15.24329","14.37958","16.47254","19.43751","20.81941","20.567","22.77633","25.07959","26.62083","29.42871","28.50078",
"여자","대구광역시","50~59세","예술,스포츠 및 여가관련 서비스업","",".9265","1.00393","1.38529","1.19201",".98324","1.42143","1.14752","1.50292","1.79764","1.90186","1.94085","1.90922","1.93689","1.67188","1.95151","1.73353","2.14442","2.16247","2.09","1.36372",
"여자","대구광역시","50~59세","협회 및 단체,수리 기타 개인서비스업","","11.69056","11.86973","11.48158","10.93924","11.44743","10.24252","11.06895","11.71424","12.03827","7.53838","8.87791","7.61814","8.5924","8.01376","5.39906","7.6149","6.42132","5.6192","5.32925","7.06017",
"여자","대구광역시","50~59세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","2.80803","4.32051","3.41797","2.27872","3.54468","2.36537","2.62145","1.87703","1.73227","2.13639","1.10609","1.25728",".38344",".93844",".79426",".85494","1.54064",".30854",".54689",".65273",
"여자","대구광역시","50~59세","국제 및 외국기관","","0",".07174",".22624",".18806",".27895",".12188",".11452","0","0","0","0",".09668","0","0","0","0","0","0","0",".17045",
"여자","대구광역시","60세이상","합계","","63.48343","65.28263","68.02303","63.318","62.11241","60.82386","66.56015","74.99654","78.4879","76.7037","78.35489","86.61539","86.04926","94.90516","82.42106","100.29845","91.2563","92.95924","92.31276","106.03455",
"여자","대구광역시","60세이상","농림어업","","7.51185","11.03597","9.37855","5.74551","3.49155","5.09271","5.9221","5.41593","5.28259","6.04456","9.88785","11.0757","9.50903","12.76106","9.81117","8.40742","4.07347","3.18604","2.85336","2.19986",
"여자","대구광역시","60세이상","광업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-",".001",".001",".001","0",
"여자","대구광역시","60세이상","제조업","","6.73936","5.15184","5.5265","5.93555","6.2674","5.79836","6.06178","6.93681","7.76388","7.65253","7.50075","9.24086","8.58343","8.06152","6.76114","6.3001","7.84053","7.46657","7.97395","9.03741",
"여자","대구광역시","60세이상","전기,가스,증기 및 수도사업","","0","0","0","0","0","0","0","0","0","0",".15148","0","0",".11906",".15763",".13792","0","0","0","0",
"여자","대구광역시","60세이상","하수·폐기물처리,원료재생 및 환경복원업","","0","0","0","0","0","0","0","0",".13452","0","0","0","0","0","0","0","0","0","0","0",
"여자","대구광역시","60세이상","건설업","",".36492",".13313",".12798",".40355",".26267",".31956",".64907",".57381",".24869",".62116",".45258",".41527",".18965","0","0",".60576",".455",".69317",".33869",".69784",
"여자","대구광역시","60세이상","도소매업","","12.26073","11.40748","11.65609","11.02979","11.44223","10.58624","11.42505","11.95956","12.36724","10.87729","11.78796","12.8066","10.6108","10.96729","11.663","10.19208","7.98597","9.7116","9.55111","11.49377",
"여자","대구광역시","60세이상","운수업","","0",".11606",".24465",".11396",".11372",".17783",".2027",".17998","0",".35413",".31173",".2958",".43822",".19755",".18051",".58608",".53825",".58588",".54545",".61698",
"여자","대구광역시","60세이상","숙박 및 음식점업","","7.28967","8.76427","9.12014","8.64691","8.56733","7.23476","7.13001","8.10106","9.86944","10.30124","9.49412","11.08206","11.58347","12.73329","9.30874","12.92951","10.65782","10.68537","10.62089","11.92687",
"여자","대구광역시","60세이상","출판,영상,방송통신 및 정보서비스업","","0","0","0","0",".13158","0","0","0","0",".1756","0","0",".18248",".14126",".1459",".13165",".23032",".09838","0",".15497",
"여자","대구광역시","60세이상","금융 및 보험업","",".67092",".5808",".6952",".42541",".77978","1.8993","1.48316","1.60601","2.02616","3.05613","1.92086","1.27106","2.13316","1.82756","1.87068","1.88217","1.68105","2.04021","2.52838","2.01673",
"여자","대구광역시","60세이상","부동산업 및 임대업","",".42739",".37046","1.20771","1.23735","1.62735","1.42208",".99132","2.15778","1.94109",".8415","1.48873","1.61179",".52793",".84378","1.00481","1.24675","1.54171","1.7531","1.68092","1.33639",
"여자","대구광역시","60세이상","전문,과학 및 기술서비스업","",".20208",".15594",".18463","0","0","0","0",".39339",".16154",".71296",".15055",".17956",".18075",".18046","0","0",".41702",".36025",".51963",".58776",
"여자","대구광역시","60세이상","사업시설관리 및 사업지원 서비스업","","4.60183","2.89226","4.7207","4.60683","5.71086","6.27358","5.59526","5.41184","5.51653","7.22212","5.98056","4.68484","6.19923","6.51053","7.87042","8.70084","8.8377","8.31303","8.2418","10.1688",
"여자","대구광역시","60세이상","공공행정,국방 및 사회보장행정","","3.41748","4.11835","4.90819","6.36519","3.339","3.48539","5.97768","6.29741","5.13657","7.24064","7.49002","6.984","6.75848","5.31291","4.73282","6.51195","6.59755","7.3317","7.64271","6.83734",
"여자","대구광역시","60세이상","교육서비스업","","1.43907","1.3039","1.01426","1.00995","1.46196","1.45047",".97286","1.6959","1.69318","2.43087","1.44401","1.03883","1.98851","2.49924","1.75514","1.67518","2.56136","2.33916","2.1895","4.49679",
"여자","대구광역시","60세이상","보건업 및 사회복지서비스업","","8.52145","10.08175","8.841","9.86415","8.72367","10.69939","11.52494","12.82595","13.08931","11.52919","13.70484","17.732","17.78701","22.58807","19.73534","28.17564","27.49833","27.73381","28.53736","35.85525",
"여자","대구광역시","60세이상","예술,스포츠 및 여가관련 서비스업","",".18703",".31251",".30541",".32305",".23473",".64955",".43375",".27358",".60199",".9709",".70045",".98057","1.44884","1.20453","1.65792","2.00113","1.4693","1.34827",".99036","1.28209",
"여자","대구광역시","60세이상","협회 및 단체,수리 기타 개인서비스업","","6.15941","4.40296","5.50012","5.11071","6.73255","4.19118","5.24958","5.70385","7.68656","3.36245","4.38599","5.44898","6.33527","5.83976","3.98609","7.34339","6.04251","6.0374","5.53792","4.38796",
"여자","대구광역시","60세이상","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","3.69024","4.45497","4.59192","2.50011","3.22603","1.54348","2.94089","5.46369","4.96861","3.31043","1.50241","1.76747","1.59298","3.11728","1.46521","3.15095","2.82742","3.27431","2.55972","2.86541",
"여자","대구광역시","60세이상","국제 및 외국기관","","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".31456",".31993","0","0","0",".07234",
"여자","인천광역시","계","합계","","609.39245","614.73673","620.43626","615.0683","616.83156","630.94773","644.32319","625.44812","629.77585","667.01276","660.02507","672.08275","676.92897","679.16015","651.50547","672.87366","670.37112","666.31247","675.78913","717.06341",
"여자","인천광역시","계","농림어업","","15.16868","14.76864","9.04739","10.2183","8.38234","8.98545","2.33665","1.30397","1.30789",".84839","1.76506","2.48083","4.11783","5.76408","4.80255","5.11535","2.84556","2.01977",".60891",".48389",
"여자","인천광역시","계","광업","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",".55671","-","0","0","0",
"여자","인천광역시","계","제조업","","103.74291","107.57962","103.13181","98.57784","98.56959","106.51588","111.47348","105.73682","116.39293","119.71892","113.93435","109.82042","103.19481","92.09994","95.07145","102.9229","98.3791","97.00422","102.31411","109.00461",
"여자","인천광역시","계","전기,가스,증기 및 수도사업","","1.1023",".72489",".7135",".508",".72609",".18496",".42143",".47869",".77321",".63244",".3731",".11499",".3978","0",".18277",".4226",".32429",".939",".67101",".85537",
"여자","인천광역시","계","하수·폐기물처리,원료재생 및 환경복원업","","1.23233","1.04661",".55767",".90535","1.01506",".7854",".85068",".5134",".15582","1.06563","1.17962","1.33104",".5241",".84495","1.7516","1.7028","1.84771","1.25973",".74426","1.41485",
"여자","인천광역시","계","건설업","","7.00978","6.31396","8.37799","8.89138","7.19455","7.92563","8.62621","9.83689","11.6879","11.34897","14.40019","13.30364","11.00596","12.58049","13.4003","10.69541","14.98256","15.27796","15.7865","13.01652",
"여자","인천광역시","계","도소매업","","95.84864","97.93771","105.5463","102.33448","108.22586","108.40394","104.71266","98.16388","101.14193","102.90358","105.0156","104.51545","106.36171","110.39336","102.36271","95.04228","99.00677","93.01022","96.14363","97.11029",
"여자","인천광역시","계","운수업","","13.5311","12.95335","10.70049","11.11784","11.63821","15.13341","14.88385","13.37914","15.15354","12.10001","11.50938","10.50407","13.76283","18.60187","17.23714","20.78999","19.6707","20.23932","22.48539","23.16342",
"여자","인천광역시","계","숙박 및 음식점업","","70.98285","73.75765","81.90576","76.83263","71.31064","70.71334","78.21224","74.49602","76.33145","80.88212","64.58391","73.57938","72.13982","77.92108","63.57376","71.41355","66.36466","70.04171","72.60393","68.13181",
"여자","인천광역시","계","출판,영상,방송통신 및 정보서비스업","","9.40718","8.65884","8.92323","9.69464","11.57443","12.3164","12.28738","13.87791","12.80401","12.90519","12.4598","14.21489","13.334","16.14083","13.2659","12.00708","16.88989","18.14507","18.41539","18.06773",
"여자","인천광역시","계","금융 및 보험업","","29.16504","28.63265","27.2425","27.26593","28.91876","29.46286","25.63756","28.77635","25.34633","28.79461","29.35954","33.65809","32.59528","34.34","31.84128","30.16725","28.88207","23.74845","23.47484","23.16997",
"여자","인천광역시","계","부동산업 및 임대업","","6.37383","7.05743","4.59292","8.29254","9.4259","8.39765","7.46185","9.63347","10.88503","12.10303","11.25935","11.22634","12.77853","11.22236","11.17006","11.79717","9.72728","10.82485","9.99765","12.25959",
"여자","인천광역시","계","전문,과학 및 기술서비스업","","14.69306","12.18475","16.04834","17.01618","14.83307","15.42033","15.15326","16.89317","14.65505","15.78991","19.5532","20.92242","22.59535","22.2826","21.54477","19.09354","20.86065","21.46219","23.17891","23.10936",
"여자","인천광역시","계","사업시설관리 및 사업지원 서비스업","","42.35237","42.82955","40.94648","41.81553","43.58577","48.52739","54.39612","49.72086","37.36804","41.72151","45.08888","43.32167","40.91564","41.10199","43.43433","47.15312","50.95533","48.90568","46.99592","49.57025",
"여자","인천광역시","계","공공행정,국방 및 사회보장행정","","15.00808","18.63676","17.47183","15.06772","14.06033","15.77289","14.92066","17.40878","15.12263","18.03617","15.84783","16.00965","19.97552","16.05824","15.14203","25.91994","18.92371","19.81287","20.22569","24.32423",
"여자","인천광역시","계","교육서비스업","","61.0213","57.75321","54.48211","52.90584","59.06978","56.68987","62.18835","55.47367","54.69312","62.85389","65.33921","60.30112","62.38505","55.7016","55.29331","57.43963","59.77271","56.91619","58.65967","69.60631",
"여자","인천광역시","계","보건업 및 사회복지서비스업","","66.53994","67.87473","74.75065","79.62458","78.84044","78.55138","78.78699","84.29773","87.05466","89.63193","101.17913","106.24973","101.88198","109.09446","112.57448","114.37057","118.11384","127.58527","122.49609","135.28309",
"여자","인천광역시","계","예술,스포츠 및 여가관련 서비스업","","6.95784","9.19956","8.14596","7.7611","7.98833","7.78846","7.9746","9.22424","10.28963","11.95646","9.40451","12.53319","12.94101","14.69964","15.58977","9.11347","9.86401","9.50398","10.74602","12.82689",
"여자","인천광역시","계","협회 및 단체,수리 기타 개인서비스업","","40.00375","38.12299","41.94059","40.8429","35.72475","36.40371","42.01726","34.43683","36.45558","41.10612","35.72213","34.57656","42.68386","33.65232","27.73097","28.47268","27.12163","24.28763","24.39548","27.9401",
"여자","인천광역시","계","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","9.13796","8.49035","5.59377","4.87225","5.572","2.8852","1.79388","1.74812","1.96256","2.61389","2.05029","3.41928","3.33792","6.17881","5.53628","8.67765","5.83866","5.32839","5.84572","7.72514",
"여자","인천광역시","계","국제 및 외국기관","",".11355",".2135",".31698",".52326",".17569",".08358",".18807",".0482",".19454","","0","0","0",".48155","0","-","-","0","0","0",
"여자","인천광역시","15~19세","합계","","7.14117","5.47347","8.75949","9.36084","8.29195","7.79611","5.67517","5.4476","7.17481","7.53001","4.37506","5.12514","9.55164","8.50507","5.95332","4.67698","4.07168","7.56234","2.89459","5.56972",
"여자","인천광역시","15~19세","농림어업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"여자","인천광역시","15~19세","광업","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","-","0","0","0",
"여자","인천광역시","15~19세","제조업","",".62291",".43668",".77353",".77527","1.0505","1.8462","1.00444",".29184",".72943",".45127",".58514",".80449","0","0",".31392",".43595",".37549",".7633",".33902",".86758",
"여자","인천광역시","15~19세","전기,가스,증기 및 수도사업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"여자","인천광역시","15~19세","하수·폐기물처리,원료재생 및 환경복원업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"여자","인천광역시","15~19세","건설업","","0","0","0","0","0","0",".1128",".09738",".2512","0","0","0","0","0",".2711",".1824","0","0","0","0",
"여자","인천광역시","15~19세","도소매업","","1.42062","1.1254","1.00762","2.27117","2.12316","1.95383",".54331",".67519","1.45129","2.17827","1.32687",".81393","1.13712","2.01272",".64497",".60058",".62993","1.33148",".62342",".87591",
"여자","인천광역시","15~19세","운수업","",".2835","0",".28083",".12601",".18145",".27618",".1294","0",".21332","0","0","0",".58336",".23639",".18349",".18467",".13418",".78488",".22969",".28644",
"여자","인천광역시","15~19세","숙박 및 음식점업","","2.48398","1.96842","3.10464","2.90726","2.82957","1.81001","1.9938","2.40724","2.10232","2.1813","1.44349","2.78597","4.32988","5.14099","3.06918","2.09661","2.24348","3.08961","1.38804","1.64315",
"여자","인천광역시","15~19세","출판,영상,방송통신 및 정보서비스업","",".45499","0",".18437",".16735",".37766",".79354",".37211",".27337",".34638",".16395","0","0","0","0","0","0","0",".26079","0","0",
"여자","인천광역시","15~19세","금융 및 보험업","","0","0","0","0","0","0",".08072",".08676","0","0","0","0","0","0","0",".17476","0","0","0",".17978",
"여자","인천광역시","15~19세","부동산업 및 임대업","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"여자","인천광역시","15~19세","전문,과학 및 기술서비스업","","0","0",".34439",".48903",".56436",".4361",".10979",".0791",".12398",".16697",".44092",".18626",".57658",".19725",".22731","0","0","0","0",".25814",
"여자","인천광역시","15~19세","사업시설관리 및 사업지원 서비스업","",".19992",".31131",".67716",".37966",".18504","0",".58104",".72842",".42567",".52107",".15893","0","0",".34429",".26416",".17716",".21004","0","0",".25883",
"여자","인천광역시","15~19세","공공행정,국방 및 사회보장행정","","0",".2472",".22484","0","0","0","0","0","0",".16982","0","0","0","0","0","0","0","0","0","0",
"여자","인천광역시","15~19세","교육서비스업","",".16043",".15849",".648",".7742",".39137",".27691","0",".31375",".39474",".20724","0","0","1.74358",".29608",".36507",".16744","0",".45501",".04089",".45728",
"여자","인천광역시","15~19세","보건업 및 사회복지서비스업","",".4811",".45565",".26878",".1005",".1593","0",".14223",".1222",".45392",".15423",".17096",".27699",".25864",".27735",".20577","0","0","0",".10571",".2623",
"여자","인천광역시","15~19세","예술,스포츠 및 여가관련 서비스업","",".62279",".54783",".22917",".76206",".2447",".18392",".2839",".30129",".3569","1.03187",".24875",".2575",".25992","0",".27131","0",".22592",".15309",".06408",".48031",
"여자","인천광역시","15~19세","협회 및 단체,수리 기타 개인서비스업","",".41096",".22248","1.01618",".60834",".18483",".21944",".32163",".07105",".32566",".30402","0","0",".66258","0",".13706",".6574",".25264",".72419",".10375","0",
"여자","인천광역시","15~19세","가구내 고용활동 및 달리 분류되지 않는 자가소비생산활동","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"여자","인천광역시","15~19세","국제 및 외국기관","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","-","-","0","0","0",
"여자","인천광역시","20~29세","합계","","114.98228","103.78597","112.07772","108.74133","109.29365","108.89483","115.0008","112.23774","111.12449","127.17373","117.65125","127.53185","122.36127","124.52745","105.9934","109.5683","116.83061","115.11427","126.45213","124.07013",
"여자","인천광역시","20~29세","농림어업","",".44877",".29966","0","0","0","0","0","0","0","0",".06361","0","0","0","0","0",".02292","0","0","0",
"여자","인천광역시","20~29세","광업","","0","0","0","0","0","0","0","0","0","","0","0","0","0","0",".55671","-","0","0","0",
"여자","인천광역시","20~29세","제조업","","18.3321","14.99768","16.61263","16.20383","15.70694","15.84724","14.9298","15.82392","17.5301","20.6537","16.15578","16.36555","14.16323","13.19332","9.11133","9.28948","10.8005","11.26924","14.64738","14.97119",
"여자","인천광역시","20~29세","전기,가스,증기 및 수도사업","",".22071","0","0","0","0",".18496",".1955",".24744","0","0","0","0",".14391","0","0",".20485","0",".2461","0",".21403",
"여자","인천광역시","20~29세","하수·폐기물처리,원료재생 및 환경복원업","",".34909",".43658",".15692",".4613",".22574",".17515",".41554",".14345","0",".23004",".24006",".25919","0","0",".19755","0","0","0","0",".2094",
"여자","인천광역시","20~29세","건설업","",".93041",".48937","1.59742","1.24109","1.38816",".7867",".54434","1.07566","1.42858","1.32532","1.34883",".82204",".78791","1.07505","1.08509","1.04155","1.81941","1.41771","2.30513","2.38846",
"여자","인천광역시","20~29세","도소매업","","17.23674","16.12141","17.19405","16.3568","15.36294","17.86515","17.2582","18.22405","17.78877","20.44894","18.55057","21.44058","21.31247","23.26328","20.96599","18.63315","20.5319","18.08226","18.17989","17.92725",
"여자","인천광역시","20~29세","운수업","","3.2989","2.59489","2.326","2.03694","2.82334","3.67949","3.62041","3.39657","3.64465","3.88896","2.84692","3.05545","4.21323","4.8408","4.165","3.77594","3.99094","4.29085","5.53226","5.99181",
"여자","인천광역시","20~29세","숙박 및 음식점업","","9.44859","10.51662","11.15766","10.36989","9.47396","13.17751","12.51398","11.21289","12.64412","15.77799","13.58671","14.60208","11.96449","15.06399","12.48545","15.86124","16.06052","14.63255","17.58018","16.94981",
"여자","인천광역시","20~29세","출판,영상,방송통신 및 정보서비스업","","5.22121","4.99695","5.42561","5.2857","4.13","4.95511","5.42548","6.63638","5.51829","5.60468","5.99359","7.13534","5.02417","6.26105","5.16186","4.64663","6.5841","7.51104","7.66787","8.3023",
"여자","인천광역시","20~29세","금융 및 보험업","","4.8074","4.55339","4.21868","3.37211","3.17926","2.78291","3.39248","2.86993","3.51691","4.27105","4.18155","4.01531","3.86187","3.96331","3.49806","2.42511","2.87143","2.89292","2.27382","2.30015",
"여자","인천광역시","20~29세","부동산업 및 임대업","","0",".24967","0",".4348","1.14221",".15495",".77727","0",".63749","1.0753",".87527","1.39064",".77819","1.07699",".79767","1.1466",".81284",".85289",".65115","1.25519",
"여자","인천광역시","20~29세","전문,과학 및 기술서비스업","","7.62015","5.38395","6.67231","7.1542","7.3058","7.9559","8.41434","8.46331","6.48392","6.10766","6.05765","8.22287","10.06612","9.12932","6.87747","7.67771","9.18949","9.47352","11.15327","8.45913",
